Drift
RAM Structural System
17.03.00.285
DataBase: 21
Building Code: IBC
Steel Code: IBC
07/05/22 17:04:10
CRITERIA:
Rigid End Zones:       Ignore Effects
Member Force Output:   At Face of Joint
P-Delta:,Yes,Scale Factor (DL):,1.20,Scale Factor (LL):,1.60
,,Scale Factor (Roof):,0.50,Scale Factor (Snow):,1.00
Ground Level:,Base
Use Reduced Stiffness for Steel Members (AISC 360):,  t b =  1.00
LOAD CASE DEFINITIONS:
E5   ,EQ_DRIFT       ,EQ_ASCE716_X_+E_Drft
E6   ,EQ_DRIFT       ,EQ_ASCE716_X_-E_Drft
E7   ,EQ_DRIFT       ,EQ_ASCE716_Y_+E_Drft
E8   ,EQ_DRIFT       ,EQ_ASCE716_Y_-E_Drft
W13  ,WIND_DRIFT     ,Wind_ASCE716_1_X   
W14  ,WIND_DRIFT     ,Wind_ASCE716_1_Y   
W15  ,WIND_DRIFT     ,Wind_ASCE716_2_X+E 
W16  ,WIND_DRIFT     ,Wind_ASCE716_2_X-E 
W17  ,WIND_DRIFT     ,Wind_ASCE716_2_Y+E 
W18  ,WIND_DRIFT     ,Wind_ASCE716_2_Y-E 
W19  ,WIND_DRIFT     ,Wind_ASCE716_3_X+Y 
W20  ,WIND_DRIFT     ,Wind_ASCE716_3_X-Y 
W21  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CW
W22  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CCW
W23  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CW
W24  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CCW
RESULTS:
 Location  (ft): (180.000, -85.500)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
,W17, -0.1662, -0.3928, -0.0647, -0.2479,  0.0004,  0.0015
,W18,  0.0614,  0.3807,  0.0290,  0.2241,  0.0002,  0.0013
,W19,  0.0431, -0.1422,  0.0293, -0.1208,  0.0002,  0.0007
,W20,  0.1479, -0.1300,  0.0650, -0.0970,  0.0004,  0.0006
,W21,  0.1369,  0.2491,  0.0652,  0.1267,  0.0004,  0.0008
,W22, -0.0723, -0.4623, -0.0212, -0.3078,  0.0001,  0.0018
,W23,  0.2155,  0.2582,  0.0920,  0.1445,  0.0005,  0.0009
,W24,  0.0063, -0.4532,  0.0056, -0.2900,  0.0000,  0.0017
Level 2        , E5,  0.3180,  0.0625,  0.3180,  0.0625,  0.0017,  0.0003
, E6,  0.1768, -0.2628,  0.1768, -0.2628,  0.0009,  0.0014
, E7, -0.1890, -0.2172, -0.1890, -0.2172,  0.0010,  0.0011
, E8,  0.0062,  0.2315,  0.0062,  0.2315,  0.0000,  0.0012
,W13,  0.0644, -0.0363,  0.0644, -0.0363,  0.0003,  0.0002
,W14, -0.0461,  0.0078, -0.0461,  0.0078,  0.0002,  0.0000
,W15,  0.0632,  0.0066,  0.0632,  0.0066,  0.0003,  0.0000
,W16,  0.0333, -0.0611,  0.0333, -0.0611,  0.0002,  0.0003
,W17, -0.1015, -0.1449, -0.1015, -0.1449,  0.0005,  0.0008
,W18,  0.0324,  0.1566,  0.0324,  0.1566,  0.0002,  0.0008
,W19,  0.0137, -0.0214,  0.0137, -0.0214,  0.0001,  0.0001
,W20,  0.0828, -0.0331,  0.0828, -0.0331,  0.0004,  0.0002
,W21,  0.0717,  0.1224,  0.0717,  0.1224,  0.0004,  0.0006
,W22, -0.0511, -0.1545, -0.0511, -0.1545,  0.0003,  0.0008
,W23,  0.1235,  0.1136,  0.1235,  0.1136,  0.0006,  0.0006
,W24,  0.0007, -0.1632,  0.0007, -0.1632,  0.0000,  0.0009
 Location  (ft): (180.000, 0.000)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
Head House Roof, E5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Roof           , E5,  1.5237,  0.6440,  0.2890,  0.0701,  0.0015,  0.0004
, E6,  1.0118,  3.3491,  0.2172,  0.5050,  0.0011,  0.0026
, E7, -0.6309,  4.6682, -0.0858,  0.8156,  0.0004,  0.0041
, E8,  0.0617,  1.0128,  0.0074,  0.2443,  0.0000,  0.0012
,W13,  0.3227,  0.6571,  0.0791,  0.1272,  0.0004,  0.0006
,W14, -0.1437,  1.4260, -0.0269,  0.3142,  0.0001,  0.0016
,W15,  0.2943,  0.2204,  0.0684,  0.0446,  0.0003,  0.0002
,W16,  0.1898,  0.7653,  0.0503,  0.1463,  0.0003,  0.0007
,W17, -0.3397,  2.2770, -0.0611,  0.4643,  0.0003,  0.0023
,W18,  0.1243, -0.1379,  0.0207,  0.0071,  0.0001,  0.0000
,W19,  0.1343,  1.5624,  0.0391,  0.3311,  0.0002,  0.0017
,W20,  0.3498, -0.5767,  0.0795, -0.1403,  0.0004,  0.0007
,W21,  0.3139,  0.0619,  0.0668,  0.0388,  0.0003,  0.0002
,W22, -0.1125,  2.2817, -0.0082,  0.4579,  0.0000,  0.0023
,W23,  0.4755, -1.5424,  0.0971, -0.3148,  0.0005,  0.0016
,W24,  0.0491,  0.6774,  0.0221,  0.1044,  0.0001,  0.0005
Level 5        , E5,  1.2347,  0.5739,  0.2813,  0.1336,  0.0017,  0.0008
, E6,  0.7945,  2.8441,  0.1972,  0.6342,  0.0012,  0.0038
, E7, -0.5451,  3.8526, -0.1024,  0.9091,  0.0006,  0.0054
, E8,  0.0543,  0.7685,  0.0095,  0.2405,  0.0001,  0.0014
,W13,  0.2436,  0.5299,  0.0557,  0.1296,  0.0003,  0.0008
,W14, -0.1167,  1.1118, -0.0221,  0.2819,  0.0001,  0.0017
,W15,  0.2259,  0.1758,  0.0497,  0.0488,  0.0003,  0.0003
,W16,  0.1395,  0.6191,  0.0339,  0.1457,  0.0002,  0.0009
,W17, -0.2786,  1.8127, -0.0518,  0.4266,  0.0003,  0.0025
,W18,  0.1035, -0.1450,  0.0186, -0.0038,  0.0001,  0.0000
,W19,  0.0952,  1.2313,  0.0252,  0.3086,  0.0002,  0.0018
,W20,  0.2702, -0.4364,  0.0584, -0.1142,  0.0003,  0.0007
,W21,  0.2471,  0.0231,  0.0513,  0.0338,  0.0003,  0.0002
,W22, -0.1043,  1.8238, -0.0134,  0.4292,  0.0001,  0.0026
,W23,  0.3784, -1.2276,  0.0761, -0.2833,  0.0005,  0.0017
,W24,  0.0270,  0.5730,  0.0115,  0.1121,  0.0001,  0.0007
Level 4        , E5,  0.9535,  0.4403,  0.3178,  0.2212,  0.0019,  0.0013
, E6,  0.5974,  2.2098,  0.2127,  0.8622,  0.0013,  0.0051
, E7, -0.4427,  2.9435, -0.1266,  1.0777,  0.0008,  0.0064
, E8,  0.0447,  0.5279,  0.0153,  0.2105,  0.0001,  0.0013
,W13,  0.1879,  0.4003,  0.0606,  0.1607,  0.0004,  0.0010
,W14, -0.0946,  0.8299, -0.0248,  0.2981,  0.0001,  0.0018
,W15,  0.1762,  0.1270,  0.0550,  0.0604,  0.0003,  0.0004
,W16,  0.1056,  0.4734,  0.0358,  0.1806,  0.0002,  0.0011
,W17, -0.2268,  1.3861, -0.0606,  0.4874,  0.0004,  0.0029
,W18,  0.0849, -0.1412,  0.0235, -0.0403,  0.0001,  0.0002
,W19,  0.0699,  0.9227,  0.0269,  0.3441,  0.0002,  0.0020
,W20,  0.2119, -0.3222,  0.0640, -0.1030,  0.0004,  0.0006
,W21,  0.1958, -0.0106,  0.0589,  0.0151,  0.0004,  0.0001
,W22, -0.0909,  1.3946, -0.0186,  0.5010,  0.0001,  0.0030
,W23,  0.3022, -0.9443,  0.0867, -0.3202,  0.0005,  0.0019
,W24,  0.0156,  0.4610,  0.0093,  0.1657,  0.0001,  0.0010
Level 3        , E5,  0.6357,  0.2192,  0.3176,  0.2745,  0.0019,  0.0016
, E6,  0.3847,  1.3476,  0.2079,  0.9764,  0.0012,  0.0058
, E7, -0.3160,  1.8658, -0.1270,  1.0996,  0.0008,  0.0065
, E8,  0.0295,  0.3174,  0.0232,  0.1395,  0.0001,  0.0008
,W13,  0.1273,  0.2396,  0.0629,  0.1851,  0.0004,  0.0011
,W14, -0.0699,  0.5319, -0.0238,  0.2932,  0.0001,  0.0017
,W15,  0.1211,  0.0666,  0.0579,  0.0701,  0.0003,  0.0004
,W16,  0.0698,  0.2928,  0.0365,  0.2075,  0.0002,  0.0012
,W17, -0.1662,  0.8987, -0.0647,  0.5220,  0.0004,  0.0031
,W18,  0.0614, -0.1009,  0.0290, -0.0822,  0.0002,  0.0005
,W19,  0.0431,  0.5786,  0.0293,  0.3587,  0.0002,  0.0021
,W20,  0.1479, -0.2192,  0.0650, -0.0811,  0.0004,  0.0005
,W21,  0.1369, -0.0257,  0.0652, -0.0091,  0.0004,  0.0001
,W22, -0.0723,  0.8936, -0.0212,  0.5471,  0.0001,  0.0033
,W23,  0.2155, -0.6241,  0.0920, -0.3389,  0.0005,  0.0020
,W24,  0.0063,  0.2953,  0.0056,  0.2173,  0.0000,  0.0013
Level 2        , E5,  0.3180, -0.0554,  0.3180, -0.0554,  0.0017,  0.0003
, E6,  0.1768,  0.3713,  0.1768,  0.3713,  0.0009,  0.0019
, E7, -0.1890,  0.7663, -0.1890,  0.7663,  0.0010,  0.0040
, E8,  0.0062,  0.1779,  0.0062,  0.1779,  0.0000,  0.0009
,W13,  0.0644,  0.0545,  0.0644,  0.0545,  0.0003,  0.0003
,W14, -0.0461,  0.2387, -0.0461,  0.2387,  0.0002,  0.0012
,W15,  0.0632, -0.0035,  0.0632, -0.0035,  0.0003,  0.0000
,W16,  0.0333,  0.0853,  0.0333,  0.0853,  0.0002,  0.0004
,W17, -0.1015,  0.3768, -0.1015,  0.3768,  0.0005,  0.0020
,W18,  0.0324, -0.0187,  0.0324, -0.0187,  0.0002,  0.0001
,W19,  0.0137,  0.2199,  0.0137,  0.2199,  0.0001,  0.0011
,W20,  0.0828, -0.1381,  0.0828, -0.1381,  0.0004,  0.0007
,W21,  0.0717, -0.0167,  0.0717, -0.0167,  0.0004,  0.0001
,W22, -0.0511,  0.3465, -0.0511,  0.3465,  0.0003,  0.0018
,W23,  0.1235, -0.2852,  0.1235, -0.2852,  0.0006,  0.0015
,W24,  0.0007,  0.0780,  0.0007,  0.0780,  0.0000,  0.0004
TORSIONAL IRREGULARITY DATA:
X-Axis:
 Story,  LdC,  Drift,  Coord,  Drift,  Coord,  Max/Min,  Max/Ave
, , in, ft, in, ft,,
Head House Roof, -, 0.0000, (0.00 0.00), 0.0000, (0.00 0.00), 99.999, 99.999
Roof, E6, 0.6421, (180.00 -85.50), 0.2172, (0.00 0.00), 2.956, 1.494
Level 5, E6, 0.7292, (180.00 -85.50), 0.1972, (0.00 0.00), 3.698, 1.574
Level 4, E6, 0.9397, (180.00 -85.50), 0.2127, (0.00 0.00), 4.417, 1.631
Level 3, E6, 1.0351, (180.00 -85.50), 0.2079, (0.00 0.00), 4.979, 1.665
Level 2, E6, 0.4780, (180.00 -85.50), 0.1768, (0.00 0.00), 2.704, 1.460
Y-Axis:
 Story,  LdC,  Drift,  Coord,  Drift,  Coord,  Max/Min,  Max/Ave
, , in, ft, in, ft,,
Head House Roof, -, 0.0000, (0.00 0.00), 0.0000, (0.00 0.00), 99.999, 99.999
Roof, E7, 0.8156, (180.00 -85.50), -0.1144, (0.00 0.00), 99.999, 2.326
Level 5, E7, 0.9091, (180.00 -85.50), -0.1718, (0.00 -77.00), 99.999, 2.466
Level 4, E7, 1.0777, (180.00 -85.50), -0.3021, (0.00 -77.00), 99.999, 2.779
Level 3, E7, 1.0996, (180.00 -85.50), -0.4161, (0.00 -77.00), 99.999, 3.218
Level 2, E7, 0.7663, (180.00 -85.50), -0.2172, (0.00 -77.00), 99.999, 2.791
