,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
,W19,  0.8196,  1.3057,  0.1805,  0.2740,  0.0009,  0.0014
,W20,  0.4828, -1.4838,  0.1087, -0.3212,  0.0006,  0.0017
,W21,  0.8636,  1.6651,  0.1885,  0.3552,  0.0010,  0.0018
,W22,  0.3658,  0.2934,  0.0823,  0.0558,  0.0004,  0.0003
,W23,  0.6110, -0.4270,  0.1347, -0.0912,  0.0007,  0.0005
,W24,  0.1133, -1.7987,  0.0284, -0.3906,  0.0001,  0.0020
Level 5        ,E37,  1.0842,  0.1904,  0.3196,  0.0393,  0.0017,  0.0002
,E38,  0.8943, -0.3340,  0.2667, -0.1114,  0.0014,  0.0006
,E39, -0.0743,  0.5160, -0.0273,  0.1214,  0.0001,  0.0006
,E40,  0.3482,  1.6826,  0.0900,  0.4556,  0.0005,  0.0024
,E41,  1.0619,  0.3452,  0.3114,  0.0758,  0.0016,  0.0004
,E42,  1.1065,  0.0356,  0.3277,  0.0029,  0.0017,  0.0000
,E43, -1.1065, -0.0356, -0.3277, -0.0029,  0.0017,  0.0000
,E44, -1.0619, -0.3452, -0.3114, -0.0758,  0.0016,  0.0004
,E45,  0.2509,  0.5731,  0.0686,  0.1332,  0.0004,  0.0007
,E46,  0.3996, -0.4589,  0.1231, -0.1096,  0.0006,  0.0006
,E47, -0.3996,  0.4589, -0.1231,  0.1096,  0.0006,  0.0006
,E48, -0.2509, -0.5731, -0.0686, -0.1332,  0.0004,  0.0007
,E49,  1.1886,  0.6952,  0.3466,  0.1760,  0.0018,  0.0009
,E50,  0.9797, -0.3143,  0.2926, -0.0973,  0.0015,  0.0005
,E51, -0.9797,  0.3143, -0.2926,  0.0973,  0.0015,  0.0005
,E52, -1.1886, -0.6952, -0.3466, -0.1760,  0.0018,  0.0009
,E53,  0.6734,  1.7397,  0.1859,  0.4674,  0.0010,  0.0024
,E54, -0.0229, -1.6255,  0.0058, -0.4438,  0.0000,  0.0023
,E55,  0.0229,  1.6255, -0.0058,  0.4438,  0.0000,  0.0023
,E56, -0.6734, -1.7397, -0.1859, -0.4674,  0.0010,  0.0024
,E57,  0.8720, -0.1792,  0.2585, -0.0750,  0.0013,  0.0004
,E58,  0.9166, -0.4888,  0.2749, -0.1478,  0.0014,  0.0008
,E59, -0.9166,  0.4888, -0.2749,  0.1478,  0.0014,  0.0008
,E60, -0.8720,  0.1792, -0.2585,  0.0750,  0.0013,  0.0004
,E61,  0.1940,  0.4158,  0.0528,  0.0880,  0.0003,  0.0005
,E62,  0.3426, -0.6162,  0.1073, -0.1548,  0.0006,  0.0008
,E63, -0.3426,  0.6162, -0.1073,  0.1548,  0.0006,  0.0008
,E64, -0.1940, -0.4158, -0.0528, -0.0880,  0.0003,  0.0005
,E65,  0.9987,  0.1708,  0.2937,  0.0253,  0.0015,  0.0001
,E66,  0.7898, -0.8388,  0.2397, -0.2481,  0.0012,  0.0013
,E67, -0.7898,  0.8388, -0.2397,  0.2481,  0.0012,  0.0013
,E68, -0.9987, -0.1708, -0.2937, -0.0253,  0.0015,  0.0001
,E69,  0.6165,  1.5824,  0.1700,  0.4222,  0.0009,  0.0022
,E70, -0.0799, -1.7828, -0.0100, -0.4890,  0.0001,  0.0025
,E71,  0.0799,  1.7828,  0.0100,  0.4890,  0.0001,  0.0025
,E72, -0.6165, -1.5824, -0.1700, -0.4222,  0.0009,  0.0022
,W13,  0.6755, -0.0873,  0.1878, -0.0344,  0.0010,  0.0002
,W14,  0.1766,  1.4629,  0.0378,  0.3504,  0.0002,  0.0018
,W15,  0.5527,  0.0609,  0.1527,  0.0080,  0.0008,  0.0000
,W16,  0.4605, -0.1919,  0.1290, -0.0597,  0.0007,  0.0003
,W17, -0.0824,  0.5087, -0.0263,  0.1074,  0.0001,  0.0006
,W18,  0.3473,  1.6857,  0.0830,  0.4182,  0.0004,  0.0022
,W19,  0.6391,  1.0317,  0.1692,  0.2370,  0.0009,  0.0012
,W20,  0.3741, -1.1626,  0.1125, -0.2887,  0.0006,  0.0015
,W21,  0.6750,  1.3100,  0.1768,  0.3197,  0.0009,  0.0017
,W22,  0.2836,  0.2376,  0.0770,  0.0358,  0.0004,  0.0002
,W23,  0.4763, -0.3358,  0.1343, -0.0746,  0.0007,  0.0004
,W24,  0.0849, -1.4082,  0.0345, -0.3584,  0.0002,  0.0019
Level 4        ,E37,  0.7646,  0.1511,  0.2661,  0.0411,  0.0014,  0.0002
,E38,  0.6276, -0.2226,  0.2198, -0.0884,  0.0011,  0.0005
,E39, -0.0471,  0.3946, -0.0210,  0.1299,  0.0001,  0.0007
,E40,  0.2581,  1.2270,  0.0818,  0.4177,  0.0004,  0.0022
,E41,  0.7505,  0.2695,  0.2598,  0.0800,  0.0014,  0.0004
,E42,  0.7787,  0.0327,  0.2724,  0.0021,  0.0014,  0.0000
,E43, -0.7787, -0.0327, -0.2724, -0.0021,  0.0014,  0.0000
,E44, -0.7505, -0.2695, -0.2598, -0.0800,  0.0014,  0.0004
,E45,  0.1823,  0.4399,  0.0588,  0.1422,  0.0003,  0.0007
,E46,  0.2765, -0.3493,  0.1008, -0.1176,  0.0005,  0.0006
,E47, -0.2765,  0.3493, -0.1008,  0.1176,  0.0005,  0.0006
,E48, -0.1823, -0.4399, -0.0588, -0.1422,  0.0003,  0.0007
,E49,  0.8420,  0.5192,  0.2906,  0.1664,  0.0015,  0.0009
,E50,  0.6871, -0.2170,  0.2415, -0.0842,  0.0013,  0.0004
,E51, -0.6871,  0.2170, -0.2415,  0.0842,  0.0013,  0.0004
,E52, -0.8420, -0.5192, -0.2906, -0.1664,  0.0015,  0.0009
,E53,  0.4875,  1.2723,  0.1617,  0.4300,  0.0008,  0.0022
,E54, -0.0288, -1.1817, -0.0020, -0.4054,  0.0000,  0.0021
,E55,  0.0288,  1.1817,  0.0020,  0.4054,  0.0000,  0.0021
,E56, -0.4875, -1.2723, -0.1617, -0.4300,  0.0008,  0.0022
,E57,  0.6135, -0.1042,  0.2135, -0.0495,  0.0011,  0.0003
,E58,  0.6417, -0.3410,  0.2261, -0.1274,  0.0012,  0.0007
,E59, -0.6417,  0.3410, -0.2261,  0.1274,  0.0012,  0.0007
,E60, -0.6135,  0.1042, -0.2135,  0.0495,  0.0011,  0.0003
,E61,  0.1412,  0.3278,  0.0449,  0.1034,  0.0002,  0.0005
,E62,  0.2354, -0.4614,  0.0869, -0.1564,  0.0005,  0.0008
,E63, -0.2354,  0.4614, -0.0869,  0.1564,  0.0005,  0.0008
,E64, -0.1412, -0.3278, -0.0449, -0.1034,  0.0002,  0.0005
,E65,  0.7050,  0.1455,  0.2444,  0.0369,  0.0013,  0.0002
,E66,  0.5501, -0.5907,  0.1953, -0.2137,  0.0010,  0.0011
,E67, -0.5501,  0.5907, -0.1953,  0.2137,  0.0010,  0.0011
,E68, -0.7050, -0.1455, -0.2444, -0.0369,  0.0013,  0.0002
,E69,  0.4464,  1.1602,  0.1478,  0.3912,  0.0008,  0.0020
,E70, -0.0699, -1.2938, -0.0159, -0.4442,  0.0001,  0.0023
,E71,  0.0699,  1.2938,  0.0159,  0.4442,  0.0001,  0.0023
,E72, -0.4464, -1.1602, -0.1478, -0.3912,  0.0008,  0.0020
,W13,  0.4877, -0.0528,  0.1599, -0.0251,  0.0008,  0.0001
,W14,  0.1388,  1.1124,  0.0380,  0.3462,  0.0002,  0.0018
,W15,  0.4000,  0.0529,  0.1308,  0.0112,  0.0007,  0.0001
,W16,  0.3315, -0.1322,  0.1092, -0.0489,  0.0006,  0.0003
,W17, -0.0561,  0.4012, -0.0215,  0.1205,  0.0001,  0.0006
,W18,  0.2644,  1.2674,  0.0785,  0.3987,  0.0004,  0.0021
,W19,  0.4699,  0.7947,  0.1485,  0.2408,  0.0008,  0.0013
,W20,  0.2616, -0.8740,  0.0914, -0.2785,  0.0005,  0.0015
,W21,  0.4983,  0.9903,  0.1570,  0.3075,  0.0008,  0.0016
,W22,  0.2066,  0.2018,  0.0658,  0.0537,  0.0003,  0.0003
,W23,  0.3421, -0.2612,  0.1142, -0.0820,  0.0006,  0.0004
,W24,  0.0504, -1.0497,  0.0230, -0.3357,  0.0001,  0.0017
Level 3        ,E37,  0.4985,  0.1100,  0.2356,  0.0436,  0.0012,  0.0002
,E38,  0.4078, -0.1342,  0.1988, -0.0629,  0.0010,  0.0003
,E39, -0.0261,  0.2647, -0.0028,  0.1008,  0.0000,  0.0005
,E40,  0.1763,  0.8093,  0.0792,  0.3378,  0.0004,  0.0018
,E41,  0.4907,  0.1894,  0.2348,  0.0738,  0.0012,  0.0004
,E42,  0.5063,  0.0306,  0.2365,  0.0134,  0.0012,  0.0001
,E43, -0.5063, -0.0306, -0.2365, -0.0134,  0.0012,  0.0001
,E44, -0.4907, -0.1894, -0.2348, -0.0738,  0.0012,  0.0004
,E45,  0.1235,  0.2977,  0.0679,  0.1138,  0.0004,  0.0006
,E46,  0.1756, -0.2317,  0.0735, -0.0877,  0.0004,  0.0005
,E47, -0.1756,  0.2317, -0.0735,  0.0877,  0.0004,  0.0005
,E48, -0.1235, -0.2977, -0.0679, -0.1138,  0.0004,  0.0006
,E49,  0.5514,  0.3528,  0.2594,  0.1449,  0.0014,  0.0008
,E50,  0.4456, -0.1328,  0.2118, -0.0578,  0.0011,  0.0003
,E51, -0.4456,  0.1328, -0.2118,  0.0578,  0.0011,  0.0003
,E52, -0.5514, -0.3528, -0.2594, -0.1449,  0.0014,  0.0008
,E53,  0.3258,  0.8423,  0.1499,  0.3509,  0.0008,  0.0018
,E54, -0.0267, -0.7763, -0.0085, -0.3247,  0.0000,  0.0017
,E55,  0.0267,  0.7763,  0.0085,  0.3247,  0.0000,  0.0017
,E56, -0.3258, -0.8423, -0.1499, -0.3509,  0.0008,  0.0018
,E57,  0.3999, -0.0548,  0.1979, -0.0327,  0.0010,  0.0002
,E58,  0.4156, -0.2136,  0.1996, -0.0931,  0.0010,  0.0005
,E59, -0.4156,  0.2136, -0.1996,  0.0931,  0.0010,  0.0005
,E60, -0.3999,  0.0548, -0.1979,  0.0327,  0.0010,  0.0002
,E61,  0.0962,  0.2245,  0.0568,  0.0819,  0.0003,  0.0004
,E62,  0.1484, -0.3050,  0.0624, -0.1196,  0.0003,  0.0006
,E63, -0.1484,  0.3050, -0.0624,  0.1196,  0.0003,  0.0006
,E64, -0.0962, -0.2245, -0.0568, -0.0819,  0.0003,  0.0004
,E65,  0.4607,  0.1086,  0.2225,  0.0385,  0.0012,  0.0002
,E66,  0.3549, -0.3770,  0.1750, -0.1642,  0.0009,  0.0009
,E67, -0.3549,  0.3770, -0.1750,  0.1642,  0.0009,  0.0009
,E68, -0.4607, -0.1086, -0.2225, -0.0385,  0.0012,  0.0002
,E69,  0.2986,  0.7691,  0.1388,  0.3189,  0.0007,  0.0017
,E70, -0.0540, -0.8496, -0.0196, -0.3567,  0.0001,  0.0019
,E71,  0.0540,  0.8496,  0.0196,  0.3567,  0.0001,  0.0019
,E72, -0.2986, -0.7691, -0.1388, -0.3189,  0.0007,  0.0017
,W13,  0.3277, -0.0277,  0.1494, -0.0140,  0.0008,  0.0001
,W14,  0.1008,  0.7663,  0.0513,  0.2920,  0.0003,  0.0015
,W15,  0.2692,  0.0417,  0.1210,  0.0153,  0.0006,  0.0001
,W16,  0.2224, -0.0833,  0.1030, -0.0363,  0.0005,  0.0002
,W17, -0.0347,  0.2807, -0.0035,  0.0988,  0.0000,  0.0005
,W18,  0.1859,  0.8687,  0.0804,  0.3392,  0.0004,  0.0018
,W19,  0.3214,  0.5539,  0.1505,  0.2085,  0.0008,  0.0011
,W20,  0.1702, -0.5955,  0.0736, -0.2295,  0.0004,  0.0012
,W21,  0.3413,  0.6828,  0.1510,  0.2658,  0.0008,  0.0014
,W22,  0.1408,  0.1481,  0.0747,  0.0469,  0.0004,  0.0002
,W23,  0.2279, -0.1793,  0.0934, -0.0627,  0.0005,  0.0003
,W24,  0.0274, -0.7140,  0.0170, -0.2816,  0.0001,  0.0015
Level 2        ,E37,  0.2629,  0.0664,  0.1618,  0.0397,  0.0008,  0.0002
,E38,  0.2090, -0.0713,  0.1295, -0.0451,  0.0007,  0.0002
,E39, -0.0233,  0.1640, -0.0108,  0.0960,  0.0001,  0.0005
,E40,  0.0971,  0.4715,  0.0612,  0.2850,  0.0003,  0.0015
,E41,  0.2559,  0.1156,  0.1586,  0.0685,  0.0008,  0.0004
,E42,  0.2699,  0.0172,  0.1650,  0.0109,  0.0009,  0.0001
,E43, -0.2699, -0.0172, -0.1650, -0.0109,  0.0009,  0.0001
,E44, -0.2559, -0.1156, -0.1586, -0.0685,  0.0008,  0.0004
,E45,  0.0556,  0.1839,  0.0377,  0.1079,  0.0002,  0.0006
,E46,  0.1021, -0.1441,  0.0593, -0.0841,  0.0003,  0.0004
,E47, -0.1021,  0.1441, -0.0593,  0.0841,  0.0003,  0.0004
,E48, -0.0556, -0.1839, -0.0377, -0.1079,  0.0002,  0.0006
,E49,  0.2920,  0.2079,  0.1802,  0.1252,  0.0009,  0.0007
,E50,  0.2338, -0.0750,  0.1434, -0.0458,  0.0007,  0.0002
,E51, -0.2338,  0.0750, -0.1434,  0.0458,  0.0007,  0.0002
,E52, -0.2920, -0.2079, -0.1802, -0.1252,  0.0009,  0.0007
,E53,  0.1759,  0.4915,  0.1097,  0.2969,  0.0006,  0.0015
,E54, -0.0182, -0.4516, -0.0127, -0.2731,  0.0001,  0.0014
,E55,  0.0182,  0.4516,  0.0127,  0.2731,  0.0001,  0.0014
,E56, -0.1759, -0.4915, -0.1097, -0.2969,  0.0006,  0.0015
,E57,  0.2020, -0.0221,  0.1263, -0.0163,  0.0007,  0.0001
,E58,  0.2160, -0.1205,  0.1328, -0.0739,  0.0007,  0.0004
,E59, -0.2160,  0.1205, -0.1328,  0.0739,  0.0007,  0.0004
,E60, -0.2020,  0.0221, -0.1263,  0.0163,  0.0007,  0.0001
,E61,  0.0394,  0.1426,  0.0281,  0.0824,  0.0001,  0.0004
,E62,  0.0860, -0.1854,  0.0497, -0.1095,  0.0003,  0.0006
,E63, -0.0860,  0.1854, -0.0497,  0.1095,  0.0003,  0.0006
,E64, -0.0394, -0.1426, -0.0281, -0.0824,  0.0001,  0.0004
,E65,  0.2381,  0.0702,  0.1479,  0.0404,  0.0008,  0.0002
,E66,  0.1799, -0.2128,  0.1112, -0.1306,  0.0006,  0.0007
,E67, -0.1799,  0.2128, -0.1112,  0.1306,  0.0006,  0.0007
,E68, -0.2381, -0.0702, -0.1479, -0.0404,  0.0008,  0.0002
,E69,  0.1598,  0.4501,  0.1001,  0.2715,  0.0005,  0.0014
,E70, -0.0344, -0.4929, -0.0223, -0.2985,  0.0001,  0.0016
,E71,  0.0344,  0.4929,  0.0223,  0.2985,  0.0001,  0.0016
,E72, -0.1598, -0.4501, -0.1001, -0.2715,  0.0005,  0.0014
,W13,  0.1784, -0.0137,  0.1050, -0.0083,  0.0005,  0.0000
,W14,  0.0495,  0.4743,  0.0345,  0.2730,  0.0002,  0.0014
,W15,  0.1482,  0.0264,  0.0871,  0.0156,  0.0005,  0.0001
,W16,  0.1194, -0.0469,  0.0704, -0.0280,  0.0004,  0.0001
,W17, -0.0312,  0.1819, -0.0135,  0.1023,  0.0001,  0.0005
,W18,  0.1055,  0.5295,  0.0653,  0.3073,  0.0003,  0.0016
,W19,  0.1709,  0.3455,  0.1046,  0.1986,  0.0005,  0.0010
,W20,  0.0966, -0.3660,  0.0529, -0.2110,  0.0003,  0.0011
,W21,  0.1903,  0.4170,  0.1143,  0.2421,  0.0006,  0.0013
,W22,  0.0661,  0.1012,  0.0426,  0.0557,  0.0002,  0.0003
,W23,  0.1346, -0.1166,  0.0755, -0.0650,  0.0004,  0.0003
,W24,  0.0104, -0.4323,  0.0038, -0.2514,  0.0000,  0.0013
Level 1        ,E37,  0.1011,  0.0268,  0.1011,  0.0268,  0.0005,  0.0001
,E38,  0.0795, -0.0262,  0.0795, -0.0262,  0.0004,  0.0001
,E39, -0.0125,  0.0680, -0.0125,  0.0680,  0.0001,  0.0004
,E40,  0.0359,  0.1865,  0.0359,  0.1865,  0.0002,  0.0010
,E41,  0.0974,  0.0472,  0.0974,  0.0472,  0.0005,  0.0002
,E42,  0.1048,  0.0064,  0.1048,  0.0064,  0.0005,  0.0000
,E43, -0.1048, -0.0064, -0.1048, -0.0064,  0.0005,  0.0000
,E44, -0.0974, -0.0472, -0.0974, -0.0472,  0.0005,  0.0002
,E45,  0.0179,  0.0761,  0.0179,  0.0761,  0.0001,  0.0004
,E46,  0.0428, -0.0600,  0.0428, -0.0600,  0.0002,  0.0003
,E47, -0.0428,  0.0600, -0.0428,  0.0600,  0.0002,  0.0003
,E48, -0.0179, -0.0761, -0.0179, -0.0761,  0.0001,  0.0004
,E49,  0.1119,  0.0827,  0.1119,  0.0827,  0.0006,  0.0004
,E50,  0.0903, -0.0292,  0.0903, -0.0292,  0.0005,  0.0002
,E51, -0.0903,  0.0292, -0.0903,  0.0292,  0.0005,  0.0002
,E52, -0.1119, -0.0827, -0.1119, -0.0827,  0.0006,  0.0004
,E53,  0.0662,  0.1945,  0.0662,  0.1945,  0.0003,  0.0010
,E54, -0.0056, -0.1785, -0.0056, -0.1785,  0.0000,  0.0009
,E55,  0.0056,  0.1785,  0.0056,  0.1785,  0.0000,  0.0009
,E56, -0.0662, -0.1945, -0.0662, -0.1945,  0.0003,  0.0010
,E57,  0.0757, -0.0058,  0.0757, -0.0058,  0.0004,  0.0000
,E58,  0.0832, -0.0466,  0.0832, -0.0466,  0.0004,  0.0002
,E59, -0.0832,  0.0466, -0.0832,  0.0466,  0.0004,  0.0002
,E60, -0.0757,  0.0058, -0.0757,  0.0058,  0.0004,  0.0000
,E61,  0.0114,  0.0602,  0.0114,  0.0602,  0.0001,  0.0003
,E62,  0.0363, -0.0759,  0.0363, -0.0759,  0.0002,  0.0004
,E63, -0.0363,  0.0759, -0.0363,  0.0759,  0.0002,  0.0004
,E64, -0.0114, -0.0602, -0.0114, -0.0602,  0.0001,  0.0003
,E65,  0.0902,  0.0297,  0.0902,  0.0297,  0.0005,  0.0002
,E66,  0.0687, -0.0822,  0.0687, -0.0822,  0.0004,  0.0004
,E67, -0.0687,  0.0822, -0.0687,  0.0822,  0.0004,  0.0004
,E68, -0.0902, -0.0297, -0.0902, -0.0297,  0.0005,  0.0002
,E69,  0.0597,  0.1786,  0.0597,  0.1786,  0.0003,  0.0009
,E70, -0.0120, -0.1944, -0.0120, -0.1944,  0.0001,  0.0010
,E71,  0.0120,  0.1944,  0.0120,  0.1944,  0.0001,  0.0010
,E72, -0.0597, -0.1786, -0.0597, -0.1786,  0.0003,  0.0009
,W13,  0.0734, -0.0054,  0.0734, -0.0054,  0.0004,  0.0000
,W14,  0.0150,  0.2013,  0.0150,  0.2013,  0.0001,  0.0010
,W15,  0.0611,  0.0109,  0.0611,  0.0109,  0.0003,  0.0001
,W16,  0.0490, -0.0190,  0.0490, -0.0190,  0.0003,  0.0001
,W17, -0.0177,  0.0796, -0.0177,  0.0796,  0.0001,  0.0004
,W18,  0.0402,  0.2223,  0.0402,  0.2223,  0.0002,  0.0012
,W19,  0.0663,  0.1469,  0.0663,  0.1469,  0.0003,  0.0008
,W20,  0.0438, -0.1550,  0.0438, -0.1550,  0.0002,  0.0008
,W21,  0.0760,  0.1748,  0.0760,  0.1748,  0.0004,  0.0009
,W22,  0.0235,  0.0455,  0.0235,  0.0455,  0.0001,  0.0002
,W23,  0.0591, -0.0516,  0.0591, -0.0516,  0.0003,  0.0003
,W24,  0.0066, -0.1809,  0.0066, -0.1809,  0.0000,  0.0009
 Location  (ft): (448.000, 238.000)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
Elevator Roof  ,E37,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E38,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E39,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E40,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E41,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E42,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E43,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E44,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E45,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E46,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E47,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E48,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E49,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E50,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E51,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E52,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E53,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E54,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E55,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E56,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E57,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E58,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E59,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E60,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E61,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E62,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E63,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E64,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E65,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E66,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E67,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E68,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E69,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E70,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E71,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E72,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Level 11 / Elev Eqp,E37,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E38,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E39,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E40,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E41,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E42,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E43,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E44,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E45,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E46,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E47,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E48,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E49,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E50,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E51,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E52,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E53,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E54,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E55,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E56,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E57,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E58,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E59,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E60,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E61,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E62,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E63,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E64,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E65,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E66,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E67,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E68,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E69,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E70,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E71,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,E72,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Level 10 / Roof,E37,  2.8175, -0.0095,  0.3150,  0.0162,  0.0016,  0.0001
,E38,  2.3066,  0.9995,  0.2622,  0.1274,  0.0014,  0.0007
,E39, -0.2184,  2.9563, -0.0226,  0.3022,  0.0001,  0.0016
